"Date","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature","kWh"
1,12,1,2014,0,1,1,0,51.98,74.4808065042026
1,12,1,2014,1,1,1,0,51.98,74.4808065042026
1,12,1,2014,2,1,1,0,51.08,74.4808065042026
1,12,1,2014,3,1,1,0,51.08,74.4808065042026
1,12,1,2014,4,1,1,0,51.08,74.4808065042026
1,12,1,2014,5,1,1,0,51.08,74.4808065042026
1,12,1,2014,6,1,1,1,50,93.9645502882487
1,12,1,2014,7,1,1,1,53.06,93.9645502882487
1,12,1,2014,8,1,1,1,55.94,93.9645502882487
1,12,1,2014,9,1,1,1,60.08,93.9645502882487
1,12,1,2014,10,1,1,1,60.08,93.9645502882487
1,12,1,2014,11,1,1,1,62.06,93.9645502882487
1,12,1,2014,12,1,1,1,62.96,93.9645502882487
1,12,1,2014,13,1,1,1,60.98,93.9645502882487
1,12,1,2014,14,1,1,1,57.92,93.9645502882487
1,12,1,2014,15,1,1,1,55.04,93.9645502882487
1,12,1,2014,16,1,1,1,53.06,93.9645502882487
1,12,1,2014,17,1,1,1,51.08,93.9645502882487
1,12,1,2014,18,1,1,1,48.92,93.9645502882487
1,12,1,2014,19,1,1,1,48.02,93.9645502882487
1,12,1,2014,20,1,1,0,46.94,74.4808065042026
1,12,1,2014,21,1,1,0,42.98,74.4808065042026
1,12,1,2014,22,1,1,0,41,74.4808065042026
1,12,1,2014,23,1,1,0,39.02,74.4808065042026
12,12,2,2014,0,2,1,0,37.94,74.4808065042026
12,12,2,2014,1,2,1,0,37.04,74.4808065042026
12,12,2,2014,2,2,1,0,35.96,74.4808065042026
12,12,2,2014,3,2,1,0,35.06,74.4808065042026
12,12,2,2014,4,2,1,0,35.06,74.4808065042026
12,12,2,2014,5,2,1,0,33.98,74.4808065042026
12,12,2,2014,6,2,1,1,33.98,93.9645502882487
12,12,2,2014,7,2,1,1,33.08,93.9645502882487
12,12,2,2014,8,2,1,1,33.08,93.9645502882487
12,12,2,2014,9,2,1,1,33.98,93.9645502882487
12,12,2,2014,10,2,1,1,35.06,93.9645502882487
12,12,2,2014,11,2,1,1,37.04,93.9645502882487
12,12,2,2014,12,2,1,1,37.04,93.9645502882487
12,12,2,2014,13,2,1,1,37.04,93.9645502882487
12,12,2,2014,14,2,1,1,37.04,93.9645502882487
12,12,2,2014,15,2,1,1,37.22,93.9645502882487
12,12,2,2014,16,2,1,1,35.96,93.9645502882487
12,12,2,2014,17,2,1,1,35.96,93.9645502882487
12,12,2,2014,18,2,1,1,36.68,93.9645502882487
12,12,2,2014,19,2,1,1,37.04,93.9645502882487
12,12,2,2014,20,2,1,0,37.67,74.4808065042026
12,12,2,2014,21,2,1,0,39.02,74.4808065042026
12,12,2,2014,22,2,1,0,39.32,74.4808065042026
12,12,2,2014,23,2,1,0,41,74.4808065042026
23,12,3,2014,0,3,1,0,42.89,74.4808065042026
23,12,3,2014,1,3,1,0,43.82,74.4808065042026
23,12,3,2014,2,3,1,0,44.96,74.4808065042026
23,12,3,2014,3,3,1,0,44.78,74.4808065042026
23,12,3,2014,4,3,1,0,45.14,74.4808065042026
23,12,3,2014,5,3,1,0,45.23,74.4808065042026
23,12,3,2014,6,3,1,1,37.58,93.9645502882487
23,12,3,2014,7,3,1,1,37.22,93.9645502882487
23,12,3,2014,8,3,1,1,37.94,93.9645502882487
23,12,3,2014,9,3,1,1,39.02,93.9645502882487
23,12,3,2014,10,3,1,1,40.1,93.9645502882487
23,12,3,2014,11,3,1,1,44.06,93.9645502882487
23,12,3,2014,12,3,1,1,46.31,93.9645502882487
23,12,3,2014,13,3,1,1,50,93.9645502882487
23,12,3,2014,14,3,1,1,51.08,93.9645502882487
23,12,3,2014,15,3,1,1,51.44,93.9645502882487
23,12,3,2014,16,3,1,1,50,93.9645502882487
23,12,3,2014,17,3,1,1,50,93.9645502882487
23,12,3,2014,18,3,1,1,50,93.9645502882487
23,12,3,2014,19,3,1,1,49.46,93.9645502882487
23,12,3,2014,20,3,1,0,48.02,74.4808065042026
23,12,3,2014,21,3,1,0,42.98,74.4808065042026
23,12,3,2014,22,3,1,0,42.08,74.4808065042026
23,12,3,2014,23,3,1,0,39.92,74.4808065042026
26,12,4,2014,0,4,1,0,39.02,74.4808065042026
26,12,4,2014,1,4,1,0,37.94,74.4808065042026
26,12,4,2014,2,4,1,0,37.94,74.4808065042026
26,12,4,2014,3,4,1,0,37.04,74.4808065042026
26,12,4,2014,4,4,1,0,37.04,74.4808065042026
26,12,4,2014,5,4,1,0,33.98,74.4808065042026
26,12,4,2014,6,4,1,1,33.98,93.9645502882487
26,12,4,2014,7,4,1,1,35.06,93.9645502882487
26,12,4,2014,8,4,1,1,37.94,93.9645502882487
26,12,4,2014,9,4,1,1,39.92,93.9645502882487
26,12,4,2014,10,4,1,1,41,93.9645502882487
26,12,4,2014,11,4,1,1,42.08,93.9645502882487
26,12,4,2014,12,4,1,1,42.98,93.9645502882487
26,12,4,2014,13,4,1,1,42.98,93.9645502882487
26,12,4,2014,14,4,1,1,42.08,93.9645502882487
26,12,4,2014,15,4,1,1,39.92,93.9645502882487
26,12,4,2014,16,4,1,1,37.04,93.9645502882487
26,12,4,2014,17,4,1,1,35.96,93.9645502882487
26,12,4,2014,18,4,1,1,33.98,93.9645502882487
26,12,4,2014,19,4,1,1,33.08,93.9645502882487
26,12,4,2014,20,4,1,0,32,74.4808065042026
26,12,4,2014,21,4,1,0,30.92,74.4808065042026
26,12,4,2014,22,4,1,0,30.02,74.4808065042026
26,12,4,2014,23,4,1,0,30.02,74.4808065042026
27,12,5,2014,0,5,1,0,28.94,74.4808065042026
27,12,5,2014,1,5,1,0,28.04,74.4808065042026
27,12,5,2014,2,5,1,0,28.04,74.4808065042026
27,12,5,2014,3,5,1,0,26.96,74.4808065042026
27,12,5,2014,4,5,1,0,26.96,74.4808065042026
27,12,5,2014,5,5,1,0,26.96,74.4808065042026
27,12,5,2014,6,5,1,1,26.06,93.9645502882487
27,12,5,2014,7,5,1,1,26.96,93.9645502882487
27,12,5,2014,8,5,1,1,30.02,93.9645502882487
27,12,5,2014,9,5,1,1,32,93.9645502882487
27,12,5,2014,10,5,1,1,35.96,93.9645502882487
27,12,5,2014,11,5,1,1,37.94,93.9645502882487
27,12,5,2014,12,5,1,1,42.08,93.9645502882487
27,12,5,2014,13,5,1,1,42.08,93.9645502882487
27,12,5,2014,14,5,1,1,41,93.9645502882487
27,12,5,2014,15,5,1,1,39.92,93.9645502882487
27,12,5,2014,16,5,1,1,39.92,93.9645502882487
27,12,5,2014,17,5,1,1,39.92,93.9645502882487
27,12,5,2014,18,5,1,1,41,93.9645502882487
27,12,5,2014,19,5,1,1,41,93.9645502882487
27,12,5,2014,20,5,1,0,41,74.4808065042026
27,12,5,2014,21,5,1,0,41,74.4808065042026
27,12,5,2014,22,5,1,0,39.92,74.4808065042026
27,12,5,2014,23,5,1,0,39.56,74.4808065042026
28,12,6,2014,0,6,0,0,39.74,74.4808065042026
28,12,6,2014,1,6,0,0,40.1,74.4808065042026
28,12,6,2014,2,6,0,0,42.08,74.4808065042026
28,12,6,2014,3,6,0,0,42.86,74.4808065042026
28,12,6,2014,4,6,0,0,44.42,74.4808065042026
28,12,6,2014,5,6,0,0,44.78,74.4808065042026
28,12,6,2014,6,6,0,1,44.78,88.9710354392987
28,12,6,2014,7,6,0,1,44.72,88.9710354392987
28,12,6,2014,8,6,0,1,41,88.9710354392987
28,12,6,2014,9,6,0,1,39.14,88.9710354392987
28,12,6,2014,10,6,0,1,37.94,88.9710354392987
28,12,6,2014,11,6,0,1,39.02,88.9710354392987
28,12,6,2014,12,6,0,1,39.02,88.9710354392987
28,12,6,2014,13,6,0,1,39.56,88.9710354392987
28,12,6,2014,14,6,0,1,39.92,88.9710354392987
28,12,6,2014,15,6,0,1,41,88.9710354392987
28,12,6,2014,16,6,0,1,41,88.9710354392987
28,12,6,2014,17,6,0,1,41,88.9710354392987
28,12,6,2014,18,6,0,1,39.02,88.9710354392987
28,12,6,2014,19,6,0,1,39.02,88.9710354392987
28,12,6,2014,20,6,0,0,39.02,74.4808065042026
28,12,6,2014,21,6,0,0,39.02,74.4808065042026
28,12,6,2014,22,6,0,0,37.94,74.4808065042026
28,12,6,2014,23,6,0,0,37.94,74.4808065042026
29,12,7,2014,0,0,0,0,37.22,74.4808065042026
29,12,7,2014,1,0,0,0,35.78,74.4808065042026
29,12,7,2014,2,0,0,0,37.22,74.4808065042026
29,12,7,2014,3,0,0,0,37.22,74.4808065042026
29,12,7,2014,4,0,0,0,35.96,74.4808065042026
29,12,7,2014,5,0,0,0,35.06,74.4808065042026
29,12,7,2014,6,0,0,1,33.89,88.9710354392987
29,12,7,2014,7,0,0,1,33.98,88.9710354392987
29,12,7,2014,8,0,0,1,33.98,88.9710354392987
29,12,7,2014,9,0,0,1,33.98,88.9710354392987
29,12,7,2014,10,0,0,1,33.98,88.9710354392987
29,12,7,2014,11,0,0,1,33.98,88.9710354392987
29,12,7,2014,12,0,0,1,33.98,88.9710354392987
29,12,7,2014,13,0,0,1,35.96,88.9710354392987
29,12,7,2014,14,0,0,1,37.04,88.9710354392987
29,12,7,2014,15,0,0,1,35.96,88.9710354392987
29,12,7,2014,16,0,0,1,32,88.9710354392987
29,12,7,2014,17,0,0,1,30.02,88.9710354392987
29,12,7,2014,18,0,0,1,28.04,88.9710354392987
29,12,7,2014,19,0,0,1,26.06,88.9710354392987
29,12,7,2014,20,0,0,0,24.08,74.4808065042026
29,12,7,2014,21,0,0,0,23,74.4808065042026
29,12,7,2014,22,0,0,0,21.92,74.4808065042026
29,12,7,2014,23,0,0,0,21.02,74.4808065042026
30,12,8,2014,0,1,1,0,19.67,74.4808065042026
30,12,8,2014,1,1,1,0,19.94,74.4808065042026
30,12,8,2014,2,1,1,0,19.04,74.4808065042026
30,12,8,2014,3,1,1,0,19.04,74.4808065042026
30,12,8,2014,4,1,1,0,19.04,74.4808065042026
30,12,8,2014,5,1,1,0,17.96,74.4808065042026
30,12,8,2014,6,1,1,1,19.04,93.9645502882487
30,12,8,2014,7,1,1,1,19.04,93.9645502882487
30,12,8,2014,8,1,1,1,19.94,93.9645502882487
30,12,8,2014,9,1,1,1,21.02,93.9645502882487
30,12,8,2014,10,1,1,1,21.02,93.9645502882487
30,12,8,2014,11,1,1,1,21.92,93.9645502882487
30,12,8,2014,12,1,1,1,23,93.9645502882487
30,12,8,2014,13,1,1,1,24.08,93.9645502882487
30,12,8,2014,14,1,1,1,24.08,93.9645502882487
30,12,8,2014,15,1,1,1,24.89,93.9645502882487
30,12,8,2014,16,1,1,1,24.98,93.9645502882487
30,12,8,2014,17,1,1,1,26.06,93.9645502882487
30,12,8,2014,18,1,1,1,26.06,93.9645502882487
30,12,8,2014,19,1,1,1,26.33,93.9645502882487
30,12,8,2014,20,1,1,0,25.79,74.4808065042026
30,12,8,2014,21,1,1,0,24.89,74.4808065042026
30,12,8,2014,22,1,1,0,25.43,74.4808065042026
30,12,8,2014,23,1,1,0,27.635,74.4808065042026
31,12,9,2014,0,2,1,0,30.32,74.4808065042026
31,12,9,2014,1,2,1,0,32.66,74.4808065042026
31,12,9,2014,2,2,1,0,39.2,74.4808065042026
31,12,9,2014,3,2,1,0,42.08,74.4808065042026
31,12,9,2014,4,2,1,0,37.04,74.4808065042026
31,12,9,2014,5,2,1,0,37.4,74.4808065042026
31,12,9,2014,6,2,1,1,42.89,93.9645502882487
31,12,9,2014,7,2,1,1,42.98,93.9645502882487
31,12,9,2014,8,2,1,1,44.06,93.9645502882487
31,12,9,2014,9,2,1,1,44.96,93.9645502882487
31,12,9,2014,10,2,1,1,44.78,93.9645502882487
31,12,9,2014,11,2,1,1,44.96,93.9645502882487
31,12,9,2014,12,2,1,1,46.28,93.9645502882487
31,12,9,2014,13,2,1,1,46.94,93.9645502882487
31,12,9,2014,14,2,1,1,46.94,93.9645502882487
31,12,9,2014,15,2,1,1,46.58,93.9645502882487
31,12,9,2014,16,2,1,1,48.02,93.9645502882487
31,12,9,2014,17,2,1,1,48.14,93.9645502882487
31,12,9,2014,18,2,1,1,48.44,93.9645502882487
31,12,9,2014,19,2,1,1,48.92,93.9645502882487
31,12,9,2014,20,2,1,0,48.56,74.4808065042026
31,12,9,2014,21,2,1,0,48.92,74.4808065042026
31,12,9,2014,22,2,1,0,48.92,74.4808065042026
31,12,9,2014,23,2,1,0,48.92,74.4808065042026
2,12,10,2014,0,3,1,0,46.04,74.4808065042026
2,12,10,2014,1,3,1,0,44.96,74.4808065042026
2,12,10,2014,2,3,1,0,42.98,74.4808065042026
2,12,10,2014,3,3,1,0,42.08,74.4808065042026
2,12,10,2014,4,3,1,0,42.08,74.4808065042026
2,12,10,2014,5,3,1,0,42.2,74.4808065042026
2,12,10,2014,6,3,1,1,41,93.9645502882487
2,12,10,2014,7,3,1,1,41.9,93.9645502882487
2,12,10,2014,8,3,1,1,41,93.9645502882487
2,12,10,2014,9,3,1,1,41,93.9645502882487
2,12,10,2014,10,3,1,1,41.36,93.9645502882487
2,12,10,2014,11,3,1,1,42.56,93.9645502882487
2,12,10,2014,12,3,1,1,42.44,93.9645502882487
2,12,10,2014,13,3,1,1,42.56,93.9645502882487
2,12,10,2014,14,3,1,1,41,93.9645502882487
2,12,10,2014,15,3,1,1,39.92,93.9645502882487
2,12,10,2014,16,3,1,1,39.92,93.9645502882487
2,12,10,2014,17,3,1,1,39.11,93.9645502882487
2,12,10,2014,18,3,1,1,39.11,93.9645502882487
2,12,10,2014,19,3,1,1,39.02,93.9645502882487
2,12,10,2014,20,3,1,0,39.14,74.4808065042026
2,12,10,2014,21,3,1,0,37.94,74.4808065042026
2,12,10,2014,22,3,1,0,39.02,74.4808065042026
2,12,10,2014,23,3,1,0,39.02,74.4808065042026
3,12,11,2014,0,4,1,0,39.14,74.4808065042026
3,12,11,2014,1,4,1,0,39.155,74.4808065042026
3,12,11,2014,2,4,1,0,37.94,74.4808065042026
3,12,11,2014,3,4,1,0,37.94,74.4808065042026
3,12,11,2014,4,4,1,0,37.04,74.4808065042026
3,12,11,2014,5,4,1,0,35.96,74.4808065042026
3,12,11,2014,6,4,1,1,35.06,93.9645502882487
3,12,11,2014,7,4,1,1,35.33,93.9645502882487
3,12,11,2014,8,4,1,1,35.33,93.9645502882487
3,12,11,2014,9,4,1,1,34.43,93.9645502882487
3,12,11,2014,10,4,1,1,33.98,93.9645502882487
3,12,11,2014,11,4,1,1,33.89,93.9645502882487
3,12,11,2014,12,4,1,1,33.656,93.9645502882487
3,12,11,2014,13,4,1,1,33.86,93.9645502882487
3,12,11,2014,14,4,1,1,33.86,93.9645502882487
3,12,11,2014,15,4,1,1,33.98,93.9645502882487
3,12,11,2014,16,4,1,1,33.89,93.9645502882487
3,12,11,2014,17,4,1,1,33.98,93.9645502882487
3,12,11,2014,18,4,1,1,33.08,93.9645502882487
3,12,11,2014,19,4,1,1,33.08,93.9645502882487
3,12,11,2014,20,4,1,0,32,74.4808065042026
3,12,11,2014,21,4,1,0,32,74.4808065042026
3,12,11,2014,22,4,1,0,32,74.4808065042026
3,12,11,2014,23,4,1,0,32,74.4808065042026
4,12,12,2014,0,5,1,0,32,74.4808065042026
4,12,12,2014,1,5,1,0,30.92,74.4808065042026
